"replica","resource","consumer","R","S","TM","Minc"
1,1,1,0.501848579066966,0.22615106786038,0.933201931258536,1
2,1,1,0.715122649551668,0.0837152972180972,0.407514385424321,1
3,1,1,0.839294034339815,0.139192767533388,0.999993819769496,1
4,1,1,0.999384338226973,0.153130508532674,0.908582351145551,1
5,1,1,0.929511913822766,0.0485079607514181,0.292491125542555,1
6,1,1,0.844917057327875,0.157532192465337,0.999997712546656,1
7,1,1,0.751873976208159,0.0686244710811814,0.437428131530491,1
8,1,1,0.703577066462108,0.149117954580305,0.999551271299891,1
9,1,1,0.749694576519244,0.0293108325445243,0.121793899489044,1
10,1,1,0.825702314134933,0.163553328109236,0.868434187075813,1
11,1,1,0.88735705909307,0.0659531308625808,0.327272269717315,1
12,1,1,0.657702029556939,0.114813210340441,0.778766148512954,1
13,1,1,0.788993907469712,0.135594596521907,0.914787720788584,1
14,1,1,0.718487637680708,0.144442821889901,0.92698775662466,1
15,1,1,0.992776761656783,0.164695789639544,0.983402915019284,1
16,1,1,0.981769694932178,0.151504014527645,0.953965952834476,1
17,1,1,0.790106281746659,0.145373235631891,0.81478781645653,1
18,1,1,0.76458814263706,0.222523061799494,0.886758665734694,1
19,1,1,0.534263443204965,0.0111649111604202,0.0446378199405644,1
20,1,1,0.898353525194589,0.175701274181958,0.998806435253432,1
21,1,1,0.527997759996209,0.0424085581088549,0.21576743158453,1
22,1,1,0.812275779607353,0.176380296834042,0.898891007090603,1
23,1,1,0.782979193902088,0.119699411362794,0.654116599678161,1
24,1,1,0.698136744624726,0.0821260438301966,0.578550224559977,1
25,1,1,0.453845720545903,0.0686708618865335,0.313453844616841,1
26,1,1,0.600815942203059,0.0559395544107924,0.331068390614713,1
27,1,1,0.705976930279592,0.147808851485339,0.998077360217306,1
28,1,1,0.643270720746838,0.119577588867798,0.715078132565648,1
29,1,1,0.762882987886676,0.0818789811996744,0.51480336899235,1
30,1,1,0.85854303651936,0.103113655469423,0.52257563335528,1
31,1,1,0.446800678020388,0.138443286262896,0.737891999235365,1
32,1,1,0.677542191645573,0.0144142934975355,0.0718279724921138,1
33,1,1,0.606668566251426,0.0408098224147699,0.219820133056375,1
34,1,1,0.993458575184371,0.142255862563001,0.91856585963382,1
35,1,1,0.719250829959389,0.150635261773287,0.908609038875872,1
36,1,1,0.422523759262265,0.0102158954236717,0.0419634562891834,1
37,1,1,0.88153485627553,0.144401300449945,0.99953704976139,1
38,1,1,0.76683595052173,0.107063404952135,0.649274071485375,1
39,1,1,0.799822114692806,0.181997889999917,0.988762352491823,1
40,1,1,0.555564946423277,0.0685944356684689,0.340098445428139,1
41,1,1,0.736581156247929,0.122227991505952,0.715443737232541,1
42,1,1,0.727271496665997,0.141041694424905,0.998988995549777,1
43,1,1,0.78192090625654,0.0981133843000334,0.569738100431258,1
44,1,1,0.670199879926164,0.171295161056769,0.995793120416953,1
45,1,1,0.740994198569104,0.0698259929182154,0.377353694972973,1
46,1,1,0.729901587443925,0.0099616309415493,0.0434715447610817,1
47,1,1,0.959599394073823,0.00414165885626804,0.0161094724451034,1
48,1,1,0.658986352488401,0.123856628291604,0.697100583479438,1
49,1,1,0.963693411132101,0.123359558632574,0.808774302881135,1
50,1,1,0.607063773448169,0.00892375345306149,0.0450659607268464,1
51,1,1,0.851630304063015,0.155992611558623,0.979590148766005,1
52,1,1,0.475979753733792,0.106004656846741,0.559412648943594,1
53,1,1,0.868207581035156,0.0738130998522499,0.395698944633686,1
54,1,1,0.701111851045413,0.130831252347265,0.92057840538215,1
55,1,1,0.55829710105597,0.0654882475505354,0.26711545608377,1
56,1,1,0.667571128142409,0.167940878549977,0.981500782409283,1
57,1,1,0.740754680985672,0.0762097855454329,0.401301321627756,1
58,1,1,0.616225014575906,0.187993228027339,0.865095892432818,1
59,1,1,0.663732971916125,0.120861490614678,0.69535835299242,1
60,1,1,0.677490546082221,0.129943960948085,0.786829296833158,1
61,1,1,0.722129392496304,0.109576666280332,0.682389222646275,1
62,1,1,0.853678468300539,0.0466921375447283,0.283579565324318,1
63,1,1,0.711324420812015,0.042644100520461,0.162245307796557,1
64,1,1,0.683380082833708,0.0785260566054428,0.454114721962508,1
65,1,1,0.744520221221894,0.150066298742203,0.978166434472615,1
66,1,1,0.952780417749095,0.168859137252841,0.932694094601209,1
67,1,1,0.576925798074772,0.132280749991814,0.803609664427064,1
