"replica","resource","consumer","R","S","TM","Minc"
1,1,1,0.969053456488731,0.0796477453468015,0.657665384374636,1
2,1,1,0.604323969056081,0.112834591458858,0.82302511298417,1
3,1,1,0.921579382928569,0.0547406588674434,0.3591940923525,1
4,1,1,0.894085849887292,0.126435952071482,0.915885147675844,1
5,1,1,0.688950619542913,0.0528274195077127,0.40295420228806,1
6,1,1,0.860158652552781,0.0810545543181822,0.514462411219917,1
7,1,1,0.967875099749269,0.186072004834996,0.970105233177382,1
8,1,1,0.796641798360383,0.126175034704085,0.981051945467109,1
9,1,1,0.836683951593082,0.0218750786872677,0.159950232744853,1
10,1,1,0.78973631611753,0.0771690982485532,0.652287739359833,1
11,1,1,0.88799754663603,0.0555748941852664,0.401635722554721,1
12,1,1,0.737176927788783,0.0170767784335301,0.108976167260173,1
13,1,1,0.599908438044045,0.0330301779604371,0.197311073288992,1
14,1,1,0.849112515308873,0.00592136662242085,0.032523536714954,1
15,1,1,0.62059372915056,0.00679240833043915,0.0396007477962791,1
16,1,1,0.95512238409043,0.132819943762885,0.940403896015996,1
17,1,1,0.777669308490256,0.103385253720683,0.91453546638557,1
18,1,1,0.647653261315617,0.109415468456147,0.834391665792129,1
19,1,1,0.835666828165364,0.142851793395086,0.928264729761837,1
20,1,1,0.677792720045253,0.109426367774186,0.742007218710509,1
21,1,1,0.942826644983623,0.0164743642797622,0.113561880181805,1
22,1,1,0.585544582990742,0.0311416615760703,0.180671564452234,1
23,1,1,0.574175954545403,0.14373999969661,0.944325625163641,1
24,1,1,0.951308206928085,0.0680050527006407,0.485942767111453,1
25,1,1,0.725860601432387,0.111807713167586,0.947658600885447,1
26,1,1,0.71058147024882,0.0494861526384982,0.287693736391224,1
27,1,1,0.845190769804734,0.025176648912148,0.144700829092334,1
28,1,1,0.791335432782727,0.10728024240299,0.883921726022203,1
29,1,1,0.626324946964151,0.0646553796404628,0.43647990697765,1
30,1,1,0.962433397370672,0.0592880030912796,0.497275638986129,1
31,1,1,0.958322052509428,0.106499032950466,0.981100135376185,1
32,1,1,0.747943710799379,0.138889359710025,0.870845858822637,1
33,1,1,0.859160719934871,0.101875651369337,0.766037230635033,1
34,1,1,0.948319201532205,0.0868020544632748,0.630554689865722,1
35,1,1,0.841831914094451,0.0854645855791631,0.523873311803045,1
36,1,1,0.66340349500847,0.093373533457143,0.697101717147271,1
37,1,1,0.900089994902892,0.112504730446996,0.990010468393358,1
38,1,1,0.591641171861843,0.0267021095644089,0.165765497777351,1
39,1,1,0.864478599243376,0.0940907385318858,0.673063264948818,1
40,1,1,0.949828738402997,0.136144609521811,0.966354494287548,1
41,1,1,0.735909711917659,0.109831698383924,0.998382562443844,1
42,1,1,0.536271016871588,0.0573273357641638,0.376147758473375,1
43,1,1,0.626785482448088,0.0375144013998406,0.240662588241497,1
44,1,1,0.608774471155022,0.0223098434256129,0.127518706217535,1
45,1,1,0.580011139663615,0.090588997887692,0.6055909798232,1
46,1,1,0.442595331017157,0.0289266023311903,0.147262000868482,1
47,1,1,0.666633268891537,0.0121604204213349,0.0858081562029031,1
48,1,1,0.894586339811879,0.12235058253569,0.99872871676481,1
49,1,1,0.786984067694064,0.043103434648854,0.264822515658335,1
50,1,1,0.901570560926079,0.122485168260701,0.989891111600952,1
51,1,1,0.544387113259866,0.134379166635043,0.939212157203918,1
52,1,1,0.503186083359517,0.0216098693693977,0.13685765071527,1
53,1,1,0.942947285692761,0.0903837763089565,0.706744079377069,1
54,1,1,0.951635902593186,0.0461049675520741,0.362932844221434,1
55,1,1,0.859863730432895,0.10260629641537,0.758306240383227,1
56,1,1,0.75728161953358,0.0908866236656206,0.78124718107756,1
57,1,1,0.942822930883589,0.10939184113423,0.874269642829426,1
58,1,1,0.729330567057779,0.0751989492339393,0.531727736140557,1
59,1,1,0.737481130373054,0.0240377098731783,0.142431500986752,1
60,1,1,0.61904796700978,0.00333028074580926,0.0220682379631985,1
61,1,1,0.611198598496205,0.0608246407140113,0.440568016986069,1
62,1,1,0.864478801822336,0.0938633025468937,0.821830796964313,1
63,1,1,0.841894596501583,0.108624427847729,0.956344895350069,1
64,1,1,0.973497564464035,0.154736318429454,0.989658462452457,1
65,1,1,0.737441508100776,0.0235250753940514,0.146882472919145,1
66,1,1,0.757592733470065,0.0861245591606777,0.517326633788106,1
67,1,1,0.859598703256667,0.0994751955898382,0.807708506553979,1
68,1,1,0.624289741657969,0.0102507930465441,0.067120074076051,1
69,1,1,0.639718405782256,0.109989257159772,0.802634493166527,1
70,1,1,0.843976447361236,0.00395596700701793,0.0241558019988954,1
71,1,1,0.932846261793976,0.0927919402313482,0.752983752177385,1
72,1,1,0.498928812916522,0.19846648203593,0.804773900824724,1
73,1,1,0.818873139272905,0.141250708134941,0.990956642540945,1
74,1,1,0.961396099681733,0.117066524031413,0.997380339917482,1
75,1,1,0.995313748558407,0.113343812019825,0.954543236648857,1
76,1,1,0.8863039600999,0.110268316192125,0.907211229689104,1
77,1,1,0.62252435130244,0.0592673640444963,0.41232771245992,1
78,1,1,0.75100473734159,0.128875005939537,0.940907723586764,1
79,1,1,0.930630565334164,0.103328435102632,0.7725508853519,1
80,1,1,0.924898464889853,0.148355261970117,0.994391600309702,1
81,1,1,0.890785084009554,0.113125356859067,0.990840878607595,1
82,1,1,0.870747120853026,0.0179187516979295,0.124289028949849,1
83,1,1,0.963018681139505,0.0372041478721489,0.26074897376701,1
84,1,1,0.842976683360439,0.123532907255156,0.863236149889943,1
85,1,1,0.65140684555175,0.0736664040213324,0.547843981108957,1
86,1,1,0.74902902265021,0.0243712422436953,0.142432376956737,1
87,1,1,0.865588548295547,0.113157697471282,0.991726805677621,1
88,1,1,0.991211170488871,0.0767419515251773,0.559025407867025,1
89,1,1,0.828923325751506,0.110028077880826,0.994304545310175,1
90,1,1,0.993523322945229,0.15116849563885,0.980821206011731,1
91,1,1,0.786722491843285,0.134427467150971,0.943793597313277,1
92,1,1,0.540991086612991,0.0435482331873804,0.285858425575415,1
93,1,1,0.928520863020916,0.0325130289935334,0.21591089808612,1
94,1,1,0.973510082417852,0.111213932473565,0.976120882995081,1
95,1,1,0.836690522727131,0.021132462206467,0.163253935638394,1
96,1,1,0.978419352419167,0.141090486364915,0.997408461243369,1
97,1,1,0.823778252349885,0.113710984234427,0.934408490775883,1
98,1,1,0.900098044043371,0.102704200749234,0.895129509551654,1
99,1,1,0.936162814216734,0.0255209199685965,0.181418747270497,1
