"replica","resource","consumer","R","S","TM","Minc"
1,1,1,0.501081621031084,0.175767088854703,0.979318317369735,1
2,1,1,0.303024607803776,0.0539626846393358,0.353711122639963,1
3,1,1,0.470364174152215,0.0873223006281006,0.676852444404256,1
4,1,1,0.396343915021401,0.13081470284369,0.926564385233162,1
5,1,1,0.399725336699349,0.129796060856707,0.995817376309483,1
6,1,1,0.481938994820893,0.0583722067545783,0.405682975419069,1
7,1,1,0.445685606456821,0.107722737613993,0.955003493070426,1
8,1,1,0.353369816465924,0.0295345460132459,0.182320923197935,1
9,1,1,0.349853684508496,0.0637362478928587,0.427819472707375,1
10,1,1,0.376311477015837,0.150814193700321,0.990750877651764,1
11,1,1,0.37062646507417,0.160687738794171,0.999784069430005,1
12,1,1,0.381938852301912,0.0574463183811637,0.422405552009641,1
13,1,1,0.407414445451863,0.112079297551739,0.998963551779216,1
14,1,1,0.469473916441079,0.099740809702787,0.79146341391935,1
15,1,1,0.311365448332633,0.0774429766045881,0.487323829622926,1
16,1,1,0.408356743283643,0.111282805424986,0.716036338777087,1
17,1,1,0.322988561494768,0.0774066679351088,0.528679519764761,1
18,1,1,0.443938542492275,0.0997586288443604,0.857046094484887,1
19,1,1,0.279887805766564,0.0693210111710495,0.417482197462304,1
20,1,1,0.329343524419173,0.0465214602571044,0.301726881269788,1
21,1,1,0.522637169441351,0.118410917252591,0.900100080709472,1
22,1,1,0.504175753107304,0.0992805047013842,0.65008819217022,1
23,1,1,0.454424850686767,0.0589208291372609,0.440126225148489,1
24,1,1,0.282796079950264,0.140632357718686,0.828336878438235,1
25,1,1,0.352723445675811,0.0976094286970692,0.723122660953403,1
26,1,1,0.35485818986564,0.0196215593357205,0.12755149542065,1
27,1,1,0.452371956112664,0.115260852470928,0.920848755204854,1
28,1,1,0.285123404300402,0.0237571705065983,0.124544591981677,1
29,1,1,0.357332506873386,0.126030446589072,0.989834626053475,1
30,1,1,0.366140604085882,0.126250937235753,0.874250178829326,1
31,1,1,0.343277397596261,0.114103938005469,0.773097110627325,1
32,1,1,0.391638563254714,0.128069367998681,0.942998336331913,1
33,1,1,0.488859638442127,0.0207777739911192,0.154281571864026,1
34,1,1,0.367918009712306,0.0720211510706965,0.518083705954107,1
35,1,1,0.427573587842104,0.178446225679203,0.977726839751225,1
36,1,1,0.473261711252475,0.0766183908171601,0.575961146534142,1
37,1,1,0.328537212920385,0.0109071063251821,0.0640331554161421,1
38,1,1,0.502143524626258,0.00920660201301567,0.0644980694117118,1
