"replica","resource","consumer","R","S","TM","Minc"
1,1,1,0.41469901496244,0.106509298690822,0.511311526038969,1
2,1,1,0.511188407992967,0.074158403387014,0.360384095027688,1
3,1,1,0.891796507175818,0.0752558931350729,0.359741460262545,1
4,1,1,0.864111316377664,0.146129107157459,0.977423227748283,1
5,1,1,0.925869509091898,0.0075915640316694,0.0347921380153579,1
6,1,1,0.613543651186554,0.0374575246662384,0.198216627310512,1
7,1,1,0.587878691196017,0.0803396683871744,0.463841328182454,1
8,1,1,0.645346101336801,0.132149738574338,0.956314105075337,1
9,1,1,0.61914292891246,0.00406501998848975,0.0204595129551686,1
10,1,1,0.583297497221875,0.094716400276955,0.547203313084679,1
11,1,1,0.662398412488499,0.0178228175963458,0.107940774937286,1
12,1,1,0.649671337717641,0.0294264703801026,0.145264941476836,1
13,1,1,0.93996295305537,0.0955749035346851,0.560233689123473,1
14,1,1,0.643287432522196,0.16907119158536,0.93462615521735,1
15,1,1,0.609541529730014,0.121663163723712,0.714607338798,1
16,1,1,0.649750876581392,0.175957331985736,0.976357370542839,1
17,1,1,0.459546959586403,0.158861477739287,0.848378828978075,1
18,1,1,0.568255106675234,0.133851047635117,0.916171212706968,1
19,1,1,0.460886964456054,0.0217769130542186,0.0908289317298003,1
20,1,1,0.615692791468095,0.0180519517971334,0.108726141259202,1
21,1,1,0.567244227095502,0.160586806556155,0.993236685360565,1
22,1,1,0.600743493082066,0.0931937297719828,0.579962556865104,1
23,1,1,0.688541675500058,0.131528079825878,0.98084891403197,1
24,1,1,0.611254674271134,0.135334538513723,0.881221868538815,1
25,1,1,0.640461534127391,0.0231609601971225,0.116479726414911,1
26,1,1,0.885188451252948,0.132176783006074,0.800075430911002,1
27,1,1,0.598782851294337,0.030591026503275,0.170284387646465,1
28,1,1,0.704006494250269,0.0921073884955307,0.564740492324095,1
29,1,1,0.896660479537519,0.0845110101773754,0.497201835542005,1
30,1,1,0.548533311587785,0.136520418554924,0.836727796886856,1
31,1,1,0.688768026236917,0.139669321840844,0.772128790582376,1
32,1,1,0.87076823936859,0.149020064513662,0.944796183199261,1
33,1,1,0.918213854932786,0.0309273703810837,0.172814919423971,1
34,1,1,0.520098380051071,0.127987568139096,0.708063437971495,1
35,1,1,0.495148861887488,0.0894292865164563,0.564711101957191,1
36,1,1,0.650483405292273,0.126277525805173,0.740327691736134,1
37,1,1,0.509477723039054,0.010882882871113,0.0592215978375692,1
38,1,1,0.376856550939168,0.0981145298870191,0.450534123706167,1
39,1,1,0.821939426595815,0.134032340769629,0.823512172814631,1
40,1,1,0.452663488103041,0.0375744588000574,0.151197781584662,1
41,1,1,0.811425227283402,0.163519410424655,0.88923914709368,1
42,1,1,0.496915459807818,0.204253797249205,0.999605623679994,1
43,1,1,0.654033425896359,0.0795926087140568,0.551755667836475,1
44,1,1,0.638444499001763,0.0750633989637704,0.498486415019814,1
45,1,1,0.622343938518963,0.00237756675290155,0.00926104808319448,1
46,1,1,0.698693421971174,0.133588136388083,0.886668495097759,1
47,1,1,0.601085857603963,0.146543792569303,0.893827584196402,1
48,1,1,0.821479603817932,0.128563765045546,0.696777744707111,1
49,1,1,0.590914295669243,0.107521753689383,0.696869966566102,1
50,1,1,0.61638345642102,0.131714139763392,0.905815203624702,1
51,1,1,0.683534630045812,0.114019933382187,0.810559078124074,1
52,1,1,0.541333404108348,0.0271356135097141,0.104252729162949,1
53,1,1,0.692679929029861,0.111893572501172,0.729769580508897,1
54,1,1,0.61736819423358,0.1563763169762,0.941902829894326,1
55,1,1,0.601126885948169,0.0273773781511261,0.128738533896975,1
56,1,1,0.737108688415054,0.127528972190959,0.91774336953842,1
57,1,1,0.4967250006168,0.0689335410852282,0.384961158255104,1
58,1,1,0.657188891357409,0.0123453184446752,0.0623604575709254,1
59,1,1,0.532972999148355,0.133521099427985,0.823425358681099,1
60,1,1,0.724798482194012,0.132333595841651,0.843119431624335,1
61,1,1,0.671573178956237,0.0222231181496538,0.105713485461505,1
62,1,1,0.590232273922438,0.167289270373322,0.9984919978125,1
63,1,1,0.731237084420735,0.161172878223298,0.978145502339635,1
64,1,1,0.416180487945115,0.0565103356965864,0.268750019000725,1
65,1,1,0.712320758886133,0.0637832318912943,0.373992443599907,1
66,1,1,0.520873185809382,0.164873982485515,0.997239898635936,1
67,1,1,0.616415439464309,0.120518067300093,0.946706453782761,1
68,1,1,0.702468203586178,0.14145310776937,0.962582368144296,1
69,1,1,0.713535064518832,0.0743016607443834,0.43941220874907,1
70,1,1,0.688670253614317,0.153167591200911,0.997809777934435,1
71,1,1,0.71277787664539,0.147521429228147,0.829194391993151,1
72,1,1,0.716341675928527,0.136306079676077,0.989039978408053,1
73,1,1,0.808784019380323,0.110560120817179,0.610870104390514,1
74,1,1,0.579962547203844,0.0165738123629408,0.0767225946959913,1
75,1,1,0.583694268988818,0.143722224776121,0.989472738914564,1
76,1,1,0.658517135324057,0.143765863297556,0.779846891406903,1
77,1,1,0.641594434790072,0.107358262785757,0.628400852277177,1
78,1,1,0.490168207472336,0.10050289455345,0.595655340567265,1
79,1,1,0.680476013777411,0.124945804166465,0.905857583680228,1
80,1,1,0.726811052883127,0.147956696790853,0.996411614181613,1
81,1,1,0.78829397817504,0.0214877874755667,0.132324295059721,1
82,1,1,0.751154859102282,0.020512769830849,0.100750016050064,1
83,1,1,0.417113325422446,0.00230021521785144,0.00953400812819783,1
84,1,1,0.706206397065022,0.148738474860407,0.999998540058562,1
85,1,1,0.729356375737519,0.0990465039082178,0.731895180680004,1
86,1,1,0.456794168675797,0.0213930129764487,0.0965931862758721,1
87,1,1,0.861562662596379,0.00207407397481141,0.0100082490810108,1
88,1,1,0.628065385587828,0.134106153399184,0.967677329523869,1
89,1,1,0.767716310042223,0.0904929618241431,0.51498691811553,1
90,1,1,0.599379055890071,0.138906211294453,0.894215509164527,1
91,1,1,0.73194152787844,0.070288889140826,0.390959771820112,1
92,1,1,0.557937936365896,0.111234692779627,0.596434141271237,1
93,1,1,0.607693209912762,0.134056856682799,0.836321124079357,1
94,1,1,0.712613631997357,0.114406222829085,0.75933785151627,1
95,1,1,0.690103366547016,0.169644465259992,0.996214789758288,1
96,1,1,0.739632848792474,0.127134729350779,0.736115606326,1
97,1,1,0.970518347770036,0.122355266612017,0.770985720095968,1
98,1,1,0.751484878296186,0.0195036552861412,0.103489016688725,1
99,1,1,0.64702031123106,0.0100092483055864,0.0466931409844015,1
100,1,1,0.684295685514261,0.163749113029168,0.999912769212076,1
1,2,1,0,0,0.654638618085288,0
2,2,1,0,0,0.305586170746297,0
3,2,1,0,0,0.951396872244417,0
4,2,1,0,0,0.79562787756545,0
5,2,1,0,0,0.779153291287453,0
6,2,1,0,0,0.857787581277204,0
7,2,1,0,0,0.965077000380519,0
8,2,1,0,0,0.629790500623445,0
9,2,1,0,0,0.979079891247853,0
10,2,1,0,0,0.569711590734487,0
11,2,1,0,0,0.464726035622806,0
