"replica","resource","consumer","R","S","TM","Minc"
1,1,1,0.690165185882473,0.193449132106697,0.975755859385789,1
2,1,1,0.910808645161709,0.0453335745174605,0.204881979643675,1
3,1,1,0.785549206884086,0.156121050074146,0.892175105243377,1
4,1,1,0.861992134174072,0.187939881601782,0.999097413504162,1
5,1,1,0.759919647460002,0.173723725414338,0.903510272210291,1
6,1,1,0.489018517765303,0.0430052095621118,0.169042290432873,1
7,1,1,0.788663311168702,0.122371019046735,0.54681191773513,1
8,1,1,0.733102154928762,0.164864573876233,0.858817884738302,1
9,1,1,0.818935313161819,0.176728717702769,0.990860673017941,1
10,1,1,0.787772458287651,0.123891438381869,0.740294616262257,1
11,1,1,0.707685286167325,0.138901520156082,0.732630762424106,1
12,1,1,0.908989671673176,0.0468376086210151,0.153423046095161,1
13,1,1,0.776440226067728,0.163339178708074,0.869529094902339,1
14,1,1,0.709366161839532,0.0117094788330787,0.0376443578243958,1
15,1,1,0.824792848473249,0.0502742001659769,0.219194922037149,1
16,1,1,0.584873342468526,0.169529684104112,0.862741184097985,1
17,1,1,0.825179719264327,0.208959504660429,0.844630052609404,1
18,1,1,0.752033070599009,0.170126904279637,0.923208627542839,1
19,1,1,0.839380111857558,0.163183162080062,0.855740126787902,1
20,1,1,0.793510803650323,0.187266375927507,0.997330042821697,1
21,1,1,0.709147331239069,0.0837128130838371,0.408385416359199,1
22,1,1,0.898267094985957,0.0916669370024583,0.373710673479698,1
23,1,1,0.800426950427873,0.117715072834159,0.658089889814079,1
24,1,1,0.663565375127985,0.108604599973172,0.57930088381365,1
25,1,1,0.898618336437465,0.102573959300428,0.461571730039784,1
26,1,1,0.982049657805005,0.0147535177656281,0.0601565788297588,1
27,1,1,0.827433980599573,0.159343746801578,0.966112495170802,1
28,1,1,0.85123449689277,0.0813490616784917,0.373134480441912,1
29,1,1,0.820741575470947,0.0574842511512278,0.264202686578979,1
30,1,1,0.721063022552327,0.168824509932484,0.928174605804926,1
31,1,1,0.650754009957867,0.0118377885865382,0.0405482442015649,1
32,1,1,0.992509850077526,0.205931520645296,0.81333829108855,1
33,1,1,0.695829888832731,0.14285654467255,0.76314362738067,1
34,1,1,0.813754025989745,0.147168703177391,0.729007355480765,1
35,1,1,0.766684153973748,0.167110676869086,0.924313676754882,1
36,1,1,0.773851879264996,0.175002658973456,0.868710015433202,1
37,1,1,0.648207794571762,0.148431945802717,0.684600325965909,1
38,1,1,0.89486294026015,0.0739526022782269,0.318275830729782,1
39,1,1,0.875323306778774,0.168391079208932,0.95529375856963,1
40,1,1,0.825661198703991,0.0676096168212074,0.290036551334108,1
41,1,1,0.717926265967847,0.164119462178566,0.979563779186324,1
42,1,1,0.56289646106686,0.0183234774763409,0.075625722538603,1
43,1,1,0.950526049688001,0.131023567600805,0.636560683650103,1
44,1,1,0.914697146470559,0.131411367926537,0.54839081332232,1
45,1,1,0.964314347696087,0.179565149354837,0.928482327545872,1
46,1,1,0.695616248505914,0.188341945616271,0.998732597689744,1
47,1,1,0.618911829993905,0.0823998341050262,0.335436605135039,1
48,1,1,0.83096623280525,0.18229385307522,0.995369521531919,1
49,1,1,0.940632255046188,0.200033684815506,0.852753928258992,1
50,1,1,0.639560854381846,0.161487161001711,0.894691645451408,1
51,1,1,0.854677891089576,0.0100805511293228,0.0339800408873427,1
52,1,1,0.665227193050741,0.142968962483418,0.839684592651558,1
53,1,1,0.697737048810287,0.126507372463534,0.625600771938754,1
54,1,1,0.710857200394436,0.1488393084001,0.855399231655673,1
55,1,1,0.681705430460117,0.174152913642959,0.975272423162374,1
56,1,1,0.819348853199271,0.082547102804923,0.371558060093097,1
57,1,1,0.701462691277705,0.0969105922746011,0.540230881758801,1
58,1,1,0.993719697842004,0.271700987408165,0.983383234652514,1
59,1,1,0.573899593037906,0.157290304665854,0.739677881251301,1
60,1,1,0.986667284027205,0.179505799794236,0.996344851352414,1
61,1,1,0.932886446233933,0.0673583832434932,0.269830297704107,1
62,1,1,0.706342083009419,0.168329006867824,0.926833464677591,1
63,1,1,0.872335923577119,0.0679754413489018,0.257395889457119,1
64,1,1,0.980660355057844,0.0726921424940189,0.355250899242569,1
65,1,1,0.862175635153028,0.103773278491256,0.441685874810703,1
66,1,1,0.628654993531785,0.20170841407778,0.946175884567013,1
67,1,1,0.721832184605144,0.0389625565454878,0.171403278420507,1
68,1,1,0.963671253445797,0.156936117844736,0.737294934305162,1
69,1,1,0.932610046018359,0.15444253343203,0.805272073411016,1
70,1,1,0.816434447496632,0.211220406242567,0.991502504380979,1
71,1,1,0.770595474918529,0.100164702371945,0.547418280521659,1
72,1,1,0.794250699666437,0.0800328910774959,0.303709810408337,1
73,1,1,0.807653220524492,0.19777324073388,0.962833942672195,1
74,1,1,0.639928732753818,0.0620234662588807,0.316259027991397,1
75,1,1,0.749811206127506,0.113505552412531,0.557317585507004,1
76,1,1,0.90723599642125,0.168568327702017,0.989355192189403,1
77,1,1,0.7614387719742,0.190893754971254,0.999414021333515,1
78,1,1,0.622540363572456,0.187955719020245,0.948501633069911,1
79,1,1,0.847422861626518,0.1950133168547,0.99943724397898,1
80,1,1,0.812782081702044,0.151002264689158,0.758138570269487,1
81,1,1,0.962000140371959,0.00573116817650682,0.0221243857260697,1
82,1,1,0.961386131483447,0.0228642139915631,0.0900242568297005,1
83,1,1,0.691136924531745,0.137318629549469,0.66065583823912,1
84,1,1,0.792078889164164,0.157754865806515,0.771751905526561,1
85,1,1,0.582742525556729,0.152214246352594,0.815761570414664,1
86,1,1,0.729518453203602,0.165720517757752,0.999189246642556,1
87,1,1,0.934567804782937,0.114595681458622,0.614045227291579,1
88,1,1,0.623119197625383,0.216921967185926,0.999477283957113,1
89,1,1,0.575329486074941,0.0745474686559106,0.339624190234259,1
90,1,1,0.905121345384883,0.157524370402217,0.76048092725406,1
91,1,1,0.593375179814244,0.0211879038466078,0.0733108623656401,1
92,1,1,0.797904978358494,0.141647015601553,0.783571653775749,1
93,1,1,0.712348464935009,0.121546695420614,0.634605392225464,1
94,1,1,0.827228845860273,0.157409399328823,0.864895075912173,1
95,1,1,0.974707847323262,0.250399558608153,0.98902034385794,1
96,1,1,0.48906938980846,0.0164875540772979,0.0636624252386707,1
97,1,1,0.62788224591874,0.185780274811321,0.776621376146674,1
98,1,1,0.766582497851014,0.137883862080203,0.736303061518218,1
99,1,1,0.678381922992988,0.197743995095543,0.968544215243058,1
100,1,1,0.619607869212815,0.139518905015522,0.727725149108892,1
1,2,1,0,0,0.991500231858802,0
2,2,1,0,0,0.214127187059136,0
3,2,1,0,0,0.93554994803417,0
4,2,1,0,0,0.795040191668691,0
5,2,1,0,0,0.921346529789017,0
6,2,1,0,0,0.0841885116841364,0
7,2,1,0,0,0.29214874418125,0
8,2,1,0,0,0.297336081942057,0
